date,water_level_m,qc_water_level,discharge_mld,qc_discharge
25/08/2018 0:00,1.518,2,116.87,2
26/08/2018 0:00,1.521,2,120.61,2
27/08/2018 0:00,1.52,2,120,2
28/08/2018 0:00,1.521,2,121.36,2
29/08/2018 0:00,1.538,2,147.32,2
30/08/2018 0:00,1.542,50,153.78,50
31/08/2018 0:00,1.543,2,156,2
1/09/2018 0:00,1.544,2,157.49,2
2/09/2018 0:00,1.544,50,156.51,50
3/09/2018 0:00,1.545,2,158.97,2
4/09/2018 0:00,1.545,2,159.53,2
5/09/2018 0:00,1.551,2,169.38,2
6/09/2018 0:00,1.566,2,194.28,2
7/09/2018 0:00,1.568,2,196.9,2
8/09/2018 0:00,1.563,2,188.19,2
9/09/2018 0:00,1.562,2,187.12,2
10/09/2018 0:00,1.562,2,187.75,2
11/09/2018 0:00,1.562,2,187.72,2
12/09/2018 0:00,1.588,2,238.15,2
13/09/2018 0:00,1.663,2,422.79,2
14/09/2018 0:00,1.734,2,670.05,2
15/09/2018 0:00,1.783,2,887.11,2
16/09/2018 0:00,1.816,2,1054.76,2
17/09/2018 0:00,1.845,2,1217.33,2
18/09/2018 0:00,1.88,2,1442.89,2
19/09/2018 0:00,1.888,2,1492,2
20/09/2018 0:00,1.89,2,1507.55,2
21/09/2018 0:00,1.891,2,1508.91,2
22/09/2018 0:00,1.889,2,1497.74,2
23/09/2018 0:00,1.887,2,1482.47,2
24/09/2018 0:00,1.853,2,1269.79,2
25/09/2018 0:00,1.819,2,1071.32,2
26/09/2018 0:00,1.799,2,961.39,2
27/09/2018 0:00,1.76,2,779.76,2
28/09/2018 0:00,1.707,2,566.85,2
29/09/2018 0:00,1.646,2,373.81,2
30/09/2018 0:00,1.599,2,258.38,2
1/10/2018 0:00,1.578,2,215.15,2
2/10/2018 0:00,1.575,2,209.57,2
3/10/2018 0:00,1.582,2,223.2,2
4/10/2018 0:00,1.596,2,252.36,2
5/10/2018 0:00,1.601,2,262.61,2
6/10/2018 0:00,1.601,2,261.56,2
7/10/2018 0:00,1.601,2,261.96,2
8/10/2018 0:00,1.603,2,265.23,2
9/10/2018 0:00,1.603,2,265.19,2
10/10/2018 0:00,1.605,2,270.25,2
11/10/2018 0:00,1.603,2,266.25,2
12/10/2018 0:00,1.602,2,264.93,2
13/10/2018 0:00,1.6,2,260.48,2
14/10/2018 0:00,1.599,2,256.7,2
15/10/2018 0:00,1.6,2,259.77,2
16/10/2018 0:00,1.597,2,252.86,2
17/10/2018 0:00,1.591,2,241.3,2
18/10/2018 0:00,1.579,2,217.92,2
19/10/2018 0:00,1.565,2,192.31,2
20/10/2018 0:00,1.551,2,169.15,2
21/10/2018 0:00,1.53,2,134.42,2
22/10/2018 0:00,1.53,2,134.63,2
23/10/2018 0:00,1.532,2,137.26,2
24/10/2018 0:00,1.531,2,135.98,2
25/10/2018 0:00,1.535,2,142.7,2
26/10/2018 0:00,1.538,2,147.43,2
27/10/2018 0:00,1.543,2,156.01,2
28/10/2018 0:00,1.559,2,181.04,2
29/10/2018 0:00,1.564,2,189.64,2
30/10/2018 0:00,1.563,2,188.2,2
31/10/2018 0:00,1.557,2,178.17,2
1/11/2018 0:00,1.555,2,174.57,2
2/11/2018 0:00,1.555,2,175.41,2
3/11/2018 0:00,1.549,2,164.75,2
4/11/2018 0:00,1.536,2,144.74,2
5/11/2018 0:00,1.535,2,142.44,2
6/11/2018 0:00,1.537,2,145.35,2
7/11/2018 0:00,1.535,2,141.96,2
8/11/2018 0:00,1.533,2,139.39,2
9/11/2018 0:00,1.536,2,144,2
10/11/2018 0:00,1.534,2,141.21,2
11/11/2018 0:00,1.533,2,139.72,2
12/11/2018 0:00,1.534,2,140.46,2
13/11/2018 0:00,1.533,2,138.32,2
14/11/2018 0:00,1.541,2,152.99,2
15/11/2018 0:00,1.558,2,180.51,2
16/11/2018 0:00,1.559,2,182.43,2
17/11/2018 0:00,1.553,2,170.93,2
18/11/2018 0:00,1.56,2,182.94,2
19/11/2018 0:00,1.568,2,196.84,2
20/11/2018 0:00,1.575,2,209.89,2
21/11/2018 0:00,1.571,2,202.51,2
22/11/2018 0:00,1.56,2,184.44,2
23/11/2018 0:00,1.552,2,169.98,2
24/11/2018 0:00,1.533,2,139.15,2
25/11/2018 0:00,1.527,2,129.9,2
26/11/2018 0:00,1.526,2,127.5,2
27/11/2018 0:00,1.528,2,130.61,2
28/11/2018 0:00,1.534,2,140.48,2
29/11/2018 0:00,1.529,2,133.08,2
30/11/2018 0:00,1.527,2,129.79,2
1/12/2018 0:00,1.526,2,127.99,2
2/12/2018 0:00,1.525,2,126.62,2
3/12/2018 0:00,1.525,2,126.09,2
4/12/2018 0:00,1.525,2,126.21,2
5/12/2018 0:00,1.525,2,126.11,2
6/12/2018 0:00,1.523,2,123.67,2
7/12/2018 0:00,1.522,2,121.84,2
8/12/2018 0:00,1.518,2,116.55,2
9/12/2018 0:00,1.515,2,112.8,2
10/12/2018 0:00,1.528,2,131.48,2
11/12/2018 0:00,1.525,2,127.35,2
12/12/2018 0:00,1.523,2,123.82,2
13/12/2018 0:00,1.534,2,140.57,2
14/12/2018 0:00,1.577,2,214.1,2
15/12/2018 0:00,1.553,2,172.18,2
16/12/2018 0:00,1.537,2,145.75,2
17/12/2018 0:00,1.534,2,140.67,2
18/12/2018 0:00,1.531,2,135.85,2
19/12/2018 0:00,1.528,2,131.78,2
20/12/2018 0:00,1.529,2,132.22,2
21/12/2018 0:00,1.527,2,129.25,2
22/12/2018 0:00,1.523,2,123.87,2
23/12/2018 0:00,1.523,2,123.38,2
24/12/2018 0:00,1.503,2,100.82,2
25/12/2018 0:00,1.461,2,56.18,2
26/12/2018 0:00,1.461,2,56.37,2
27/12/2018 0:00,1.461,2,55.97,2
28/12/2018 0:00,1.455,2,51.47,2
29/12/2018 0:00,1.454,2,51.13,2
30/12/2018 0:00,1.48,2,71.77,2
31/12/2018 0:00,1.483,2,74.29,2
1/01/2019 0:00,1.483,2,74.86,2
2/01/2019 0:00,1.485,2,76.9,2
3/01/2019 0:00,1.522,2,128.2,2
4/01/2019 0:00,1.556,2,177.17,2
5/01/2019 0:00,1.552,2,169.99,2
6/01/2019 0:00,1.548,2,164.12,2
7/01/2019 0:00,1.548,2,163.71,2
8/01/2019 0:00,1.548,2,163.09,2
9/01/2019 0:00,1.547,2,161.66,2
10/01/2019 0:00,1.552,2,170.4,2
11/01/2019 0:00,1.554,2,174.15,2
12/01/2019 0:00,1.548,2,163.46,2
13/01/2019 0:00,1.546,2,160.7,2
14/01/2019 0:00,1.55,2,166.86,2
15/01/2019 0:00,1.549,2,165.56,2
16/01/2019 0:00,1.55,2,166.58,2
17/01/2019 0:00,1.557,2,178.67,2
18/01/2019 0:00,1.556,2,176.59,2
19/01/2019 0:00,1.551,2,168.36,2
20/01/2019 0:00,1.55,2,166.26,2
21/01/2019 0:00,1.546,2,160.27,2
22/01/2019 0:00,1.546,2,160.45,2
23/01/2019 0:00,1.549,2,164.67,2
24/01/2019 0:00,1.555,2,175.04,2
25/01/2019 0:00,1.558,2,179.55,2
26/01/2019 0:00,1.591,2,242.85,2
27/01/2019 0:00,1.619,2,301.44,2
28/01/2019 0:00,1.626,2,318.78,2
29/01/2019 0:00,1.617,2,297.12,2
30/01/2019 0:00,1.591,2,242.37,2
31/01/2019 0:00,1.572,2,204.23,2
1/02/2019 0:00,1.57,2,201.04,2
2/02/2019 0:00,1.564,2,191.1,2
3/02/2019 0:00,1.563,2,189.66,2
4/02/2019 0:00,1.565,2,191.56,2
5/02/2019 0:00,1.564,2,190.1,2
6/02/2019 0:00,1.558,2,181.06,2
7/02/2019 0:00,1.535,2,142.12,2
8/02/2019 0:00,1.526,2,128.04,2
9/02/2019 0:00,1.521,2,120.34,2
10/02/2019 0:00,1.5,2,93.89,2
11/02/2019 0:00,1.495,2,87.6,2
12/02/2019 0:00,1.497,50,89.13,50
13/02/2019 0:00,1.498,50,91.25,50
14/02/2019 0:00,1.498,50,91.49,50
15/02/2019 0:00,1.533,50,139.52,50
16/02/2019 0:00,1.536,50,143.43,50
17/02/2019 0:00,1.532,50,137.22,50
18/02/2019 0:00,1.544,50,156.89,50
19/02/2019 0:00,1.545,50,158.15,50
20/02/2019 0:00,1.548,50,163.19,50
21/02/2019 0:00,1.559,50,182.7,50
22/02/2019 0:00,1.569,50,199.7,50
23/02/2019 0:00,1.608,50,279.37,50
24/02/2019 0:00,1.63,50,327.08,50
25/02/2019 0:00,1.627,50,320.74,50
26/02/2019 0:00,1.606,50,274.83,50
27/02/2019 0:00,1.571,50,202.89,50
28/02/2019 0:00,1.544,50,157.53,50
1/03/2019 0:00,1.517,50,115.46,50
2/03/2019 0:00,1.506,50,101.08,50
3/03/2019 0:00,1.498,50,90.95,50
4/03/2019 0:00,1.49,50,82.07,50
5/03/2019 0:00,1.489,50,80.83,50
6/03/2019 0:00,1.516,50,113.78,50
7/03/2019 0:00,1.522,50,121.96,50
